SentenceId	View	Opinion
000140	东风标致3008	pos
000138	现代	neu
000136	大众普桑	neu
000131	途观	neg
000127	北汽新能源	neg
000127	北京新能源	neg
000126	普桑	neu
000116	帕萨特	pos
000107	大众	pos
000089	上海大众	neg
000089	斯柯达明锐	neg
000080	别克	neu
000074	途安L	pos
000073	途观	neg
000071	Yeti SUV	pos
000069	梅赛德斯-奔驰卡车	neu
000069	戴姆勒-克莱斯勒	neu
000063	比亚迪唐	pos
000061	速派	pos
000060	途安L	pos
000060	本田CR-V	neu
000057	380	pos
000057	330	neu
000055	日产	neu
000055	丰田	neu
000051	大众	neu
000049	大众高尔夫	neg
000044	途观	pos
000041	大众朗逸	neu
000040	途安L	pos
000024	斯柯达速派	pos
000017	途观	pos
000012	昕动	neu
000011	斯柯达	neu
000009	凯越	neu
000008	凯迪拉克	neu
000005	翼虎	pos
000005	途安L	neu
S30000	天籁公爵	neu
S30001	众泰	neu
S30001	江淮	neu
S30001	兰博基尼	neu
S30002	威朗	pos
S30003	奥迪	neu
S30003	q7	neu
S30004	东风标致	neu
S30005	奔驰	neu
S30006	丰田	neu
S30007	宝马	neu
S30008	哈弗h6	pos
S30009	宝骏730	neu
S30010	哈弗	neu
S30010	吉利	neu
S30010	ec715	pos
S30011	宝骏560	neu
S30012	名图	neu
S30013	高尔夫r	neg
S30014	玛莎拉蒂	neu
S30015	名图	pos
S30016	奥迪	neu
S30017	飞度	neu
S30018	福特	neu
S30019	上海大众	neu
S30020	北京奔驰	neu
S30021	途安	neg
S30022	奥迪	pos
S30023	丰田	neu
S30024	奔驰s级	neu
S30024	迈巴赫	neu
S30024	劳斯莱斯幻影	neu
S30025	雪铁龙	neu
S30025	c4l	pos
S30026	力帆	pos
S30027	天籁	neu
S30028	迈腾	neu
S30028	速腾	neu
S30029	速腾	neu
S30030	本田思域	neu
S30031	大众	neu
S30031	宝马	neu
S30031	雪铁龙	neu
S30032	红旗	neu
S30033	奔驰	neu
S30034	幻影	neu
S30034	拉法	neu
S30034	布加迪	neu
S30035	沃尔沃	neu
S30036	雪佛兰	neu
S30037	大切诺基overlander	neu
S30038	雷凌	neu
S30039	福睿斯	neu
S30040	大众	neu
S30041	捷达	neu
S30042	奥迪	pos
S30043	别克	neu
S30044	北汽幻速s3l	neu
S30044	驭胜s330	neu
S30044	一汽丰田	neu
S30044	卡罗拉	neu
S30044	威驰	neu
S30044	雅阁	neu
S30045	大众	neu
S30046	别克	neu
S30047	铃木sx4s-cross	neu
S30048	宝马	neu
S30049	帝豪ec7	neu
S30050	长安	neu
S30050	吉利	neu
S30050	长安逸动	neu
S30050	吉利帝豪	neu
S30051	哈弗h2	neu
S30052	奥迪s3	neu
S30053	雅阁	neu
S30054	途观	neu
S30054	马自达cx5	neu
S30054	昂科威	neu
S30054	唐	pos
S30055	别克君威	neu
S30056	宝马	neu
S30057	宝马i8	pos
S30058	大众朗逸	neu
S30059	宝马	neu
S30060	东风标致308s	neu
S30061	奔驰e级	neu
S30061	宝马3系	neu
S30061	宝马	neu
S30062	ix35	neu
S30063	标致207	neu
S30064	英朗	neu
S30065	浩纳	neu
S30065	昕动	neu
S30066	长安	neu
S30067	中华h3	neu
S30068	观致3	pos
S30069	凯美瑞	pos
S30070	林肯	pos
S30071	天籁	neu
S30072	奥迪a6l	neu
S30072	a7	neu
S30073	东风雪铁龙	neu
S30074	奥迪q7	neu
S30075	凯越	neu
S30075	大众速腾	neu
S30075	福克斯	neu
S30076	东风标致	neu
S30077	伊兰特	neu
S30078	翼虎	pos
S30079	福睿斯	pos
S30079	嘉年华	neu
S30079	福克斯	neu
S30080	雷克萨斯	pos
S30081	捷达	pos
S30082	骐达	neu
S30083	捷达	neu
S30083	宝来	neu
S30084	华晨宝马	neu
S30084	宝马3系	neu
S30085	宝马	neu
S30086	大众	neu
S30087	奥德赛	neu
S30088	丰田	neu
S30089	别克	pos
S30090	c3-xr	neu
S30091	广汽传祺gs5速博	neu
S30092	起亚k4	neu
S30093	一汽	neu
S30093	红旗ca72	neu
S30094	奔驰	neu
S30094	宝马	neu
S30094	路虎	neu
S30095	锋范	neu
S30095	思域	neu
S30095	卡罗拉	neu
S30096	英朗	neu
S30097	宝马	neu
S30097	路虎	neu
S30098	奥迪	neu
S30100	大众	neu
S30100	江淮	neu
S30101	乔治巴顿	neu
S30101	福特	neu
S30102	斯柯达	neu
S30103	长安cs75	neu
S30104	保时捷	neu
S30105	速派	pos
S30105	明锐	neu
S30106	朗逸	neu
S30107	比亚迪	pos
S30108	宝马	neu
S30109	江淮	neu
S30110	英菲尼迪q70l	neu
S30111	瑞风s3	neu
S30112	法拉利	neu
S30113	奥德赛	neu
S30114	皇冠	neu
S30115	菲亚特	neu
S30116	嘉旅	neu
S30117	宝来	neu
S30118	现代1x35	neg
S30118	途胜	neg
S30119	本田飞度	neu
S30120	东风标致	neu
S30121	朗逸	neu
S30121	科鲁兹	pos
S30122	大众	pos
S30123	长安	neu
S30124	长安铃木	neu
S30125	奥迪	neu
S30126	福特	neu
S30127	东风风行	neu
S30127	长安	neu
S30127	斯柯达	neu
S30127	宝沃	neu
S30127	ds	neu
S30127	双龙	neu
S30127	本田	neu
S30127	大众	neu
S30127	斯巴鲁	neu
S30127	起亚	neu
S30127	现代	neu
S30127	传祺	neu
S30128	福特福克斯	neu
S30129	丰田	neu
S30129	卡罗拉	neu
S30130	宝马	neu
S30130	1系	neu
S30130	奥迪a3	neu
S30131	奥迪	pos
S30132	奥迪	neu
S30133	法拉利	neu
S30134	大众高尔夫	neu
S30135	别克	neu
S30136	宝骏560	neu
S30137	丰田	pos
S30138	蓝鸟	neu
S30139	宝马	neu
S30140	雅阁	neu
S30141	骐达	neu
S30142	帕杰罗劲畅	neu
S30143	林肯	neu
S30144	别克	neu
S30145	途观	neu
S30145	昂科威	neu
S30145	rav4	neu
S30145	宝马	neu
S30145	奥迪	neu
S30146	凯美瑞	neu
S30147	大众	neu
S30148	雪佛兰	neu
S30149	东风标致	neu
S30150	克莱斯勒	neu
S30151	宝马x2	neu
S30152	雪铁龙	neu
S30153	雷凌	neu
S30154	奥迪a4	neu
S30155	哈弗	neu
S30156	名爵mg5	pos
S30157	雪铁龙c5	neu
S30158	林肯领航员	neu
S30159	桑塔纳	neu
S30160	威朗	neu
S30161	东风雪铁龙爱丽舍	neu
S30162	雷诺	neu
S30163	尼桑轩逸	neu
S30164	昂科威	neg
S30165	长安马自达	neu
S30166	大众	neu
S30167	五菱	neu
S30168	东风标致	neu
S30168	3008	neu
S30169	宝马	neu
S30170	宝马5系	neu
S30171	海马	pos
S30171	海马s5	pos
S30172	华晨宝马320	neu
S30173	哈弗	neu
S30174	一汽丰田	neu
S30174	威驰	neu
S30175	奇骏	neu
S30176	雪铁龙	neu
S30177	奥迪a6	pos
S30178	迈锐宝xl	neu
S30179	奥迪	neu
S30180	辉腾	neu
S30181	瑞风s3	neu
S30181	瑞风s2	neu
S30182	jeep	neu
S30182	jeep大切诺基	neu
S30183	宾利	neu
S30183	宝马	neu
S30183	奥迪	neu
S30184	别克	neu
S30184	英朗	neu
S30185	桑塔纳	neu
S30186	传祺ga6	neu
S30187	宝骏560	neu
S30187	byds7	neu
S30188	长安	pos
S30189	逍客	neu
S30190	rav4	neu
S30191	途观	neu
S30192	哈弗	neu
S30193	福克斯	neu
S30194	捷达	neu
S30195	宝马	neu
S30196	君威	neu
S30197	福特	neu
S30197	福特嘉年华st	neu
S30198	迈锐宝	neu
S30199	昂科拉	neu
S30200	江淮	neu
S30201	雅阁	neu
S30202	高尔夫	neu
S30203	众泰	neu
S30204	奥迪	neu
S30205	卡罗拉	neu
S30206	朗动	pos
S30207	海马s5	neu
S30208	朗逸	neu
S30209	欧尚	neu
S30209	欧力威x6	neu
S30210	宾利	neu
S30210	路虎	neu
S30210	保时捷	neu
S30210	奔驰	neu
S30210	宝马	neu
S30211	东风雪铁龙	neu
S30211	c4l	neu
S30212	夏利	neu
S30213	雪佛兰	neu
S30214	宝来	neu
S30215	威朗gs	neu
S30216	雷凌	neu
S30217	保时捷	neu
S30218	科鲁兹	neu
S30218	迈锐宝	neu
S30219	昂科威	neu
S30220	朗逸	neu
S30221	江淮	neu
S30222	本田	neu
S30222	奥迪	neu
S30223	宝马	neu
S30224	东风雪铁龙	neu
S30224	c4l	neu
S30225	长安	neu
S30226	迈腾	neu
S30227	途安l	neu
S30228	东风雪铁龙	neu
S30229	速派	neu
S30230	别克昂科威	pos
S30230	途观	neu
S30231	宝骏730	neu
S30232	雪铁龙	neu
S30232	纳智捷	neu
S30233	逸动	neu
S30233	逸动xt	neu
S30233	cs15	neu
S30233	cs35	neu
S30233	cs75	neu
S30234	锐志	neu
S30235	逍客	neu
S30236	众泰e200	pos
S30237	翼虎	neu
S30238	本田飞度	neu
S30239	福克斯	neu
S30240	福睿斯	neu
S30240	福特	neu
S30240	蒙迪欧	neu
S30240	福克斯	neu
S30241	锐志	neu
S30242	铃木	neu
S30243	汉兰达	neg
S30244	宝马x1	neu
S30244	宝马x2	neu
S30245	大众	pos
S30246	林肯	neu
S30247	宝骏730	neu
S30248	骐达	neu
S30249	幻速s3l	neu
S30250	大众	neu
S30251	众泰	neu
S30252	奥迪	neu
S30252	雷克萨斯	neu
S30253	科鲁兹	neu
S30253	雪佛兰	neu
S30254	天籁	neu
S30255	翼虎	neu
S30256	铃木天语	neu
S30256	奔驰	neu
S30257	ix25	neu
S30258	沃尔沃	neu
S30259	科鲁兹	neu
S30260	奔驰	neu
S30260	宝马	neu
S30260	保时捷	neu
S30260	玛沙拉蒂	neu
S30260	迈巴赫	neu
S30261	宝骏730	neu
S30262	锋驭	neu
S30263	奥迪	neu
S30263	奥迪a6	neu
S30264	夏朗	neu
S30265	铃木锋驭	neu
S30266	福特	neu
S30266	蒙迪欧	neu
S30267	雷克萨斯	neu
S30268	奥迪	neu
S30268	a6l	neu
S30269	大众辉昂	neu
S30269	大众	neu
S30269	phideon	neu
S30269	奥迪a6	neu
S30269	上汽大众	neu
S30270	宝骏560	neu
S30271	宝骏310	neu
S30272	奔驰	neu
S30272	奥迪	neu
S30272	捷豹	neu
S30273	比亚迪	neu
S30274	宝马5系	neu
S30275	桑塔纳	neu
S30276	昂科威	pos
S30277	比亚迪	neu
S30278	别克	neu
S30278	君威	neu
S30279	英朗	neu
S30280	别克	neu
S30280	雪佛兰	neu
S30280	福特	neu
S30280	昂科威	neg
S30280	翼虎	neg
S30280	昂科雷	neu
S30281	海马s5	neu
S30282	长安	neu
S30283	一汽丰田	neu
S30284	轩逸	neu
S30285	英菲尼迪q70l	neu
S30286	起亚kx5	neu
S30287	路虎	neu
S30288	沃尔沃	neu
S30289	夏朗	neu
S30290	迈巴赫	neu
S30291	宝马	neu
S30292	路虎	neu
S30292	奥迪	neu
S30293	奥迪	neu
S30294	别克	neu
S30295	双龙蒂维拉tivolan	neu
S30296	宝马x5	neu
S30297	奥迪	neu
S30297	兰博基尼	neu
S30298	一汽马自达	neu
S30299	英朗	neg
S30299	丰田	neu
S30299	卡罗拉	neu
S30300	海马s5	pos
S30301	指南者	neu
S30302	海马s5	neu
S30303	宝马m3	neu
S30304	君越	neu
S30305	广汽丰田	neu
S30305	广汽丰田雷凌	neu
S30306	宝马	neu
S30307	兰博基尼	neu
S30307	法拉利	neu
S30307	宾利	neu
S30307	劳斯莱斯	neu
S30308	本田思域	neu
S30309	东风雪铁龙世嘉	neu
S30309	标致308	neu
S30310	劳斯莱斯	neu
S30311	一汽马自达	neu
S30312	东风日产	neu
S30313	五菱宏光	neu
S30314	朗逸	neu
S30315	思域	pos
S30315	卡罗拉	pos
S30316	皇冠	neu
S30316	奥迪a6l	neu
S30317	保时捷	neu
S30318	宝马	neu
S30319	别克gl8	neu
S30320	速腾	neu
S30321	雅阁	neu
S30322	北汽幻速	neu
S30323	五菱宏光	neu
S30324	福睿斯	neu
S30325	奥迪q5	pos
S30326	明锐	neu
S30327	英菲尼迪qx60	neu
S30328	劳斯莱斯	neu
S30328	迈凯伦	neu
S30329	福特	neu
S30329	大众	neu
S30329	本田	neu
S30329	奔驰smart	neu
S30330	卡罗拉	neu
S30331	长安	neu
S30331	欧诺ev	neu
S30332	宝马	neu
S30333	卡罗拉	neg
S30333	q5	neu
S30334	福克斯rs	pos
S30334	奔驰e260l	neu
S30335	福特	neu
S30336	众泰t600	pos
S30337	本田锋范	pos
S30338	帕萨特	neu
S30339	法拉利	neu
S30340	法拉利	neu
S30341	林肯mkx	neu
S30342	野马	neu
S30343	奥迪a6	neu
S30344	北京现代	pos
S30345	讴歌nsx	neu
S30346	宝马	neu
S30347	大众	pos
S30348	迈腾	neu
S30348	速腾	neu
S30349	法拉利	neu
S30349	本田	neu
S30349	梅赛德斯	neu
S30349	雷诺	neu
S30350	众泰t600	pos
S30351	奔驰e260	neu
S30351	宝马x5	neu
S30351	劳斯莱斯古思特	neu
S30352	广汽传祺	neu
S30352	传祺gs4	neu
S30353	雷诺	neu
S30354	逍客	neu
S30354	轩逸	neu
S30355	桑塔纳	neu
S30356	起亚	neu
S30356	k5	neu
S30357	福特	pos
S30358	逍客	neu
S30359	雷克萨斯	neu
S30360	长安	neu
S30361	雪佛兰	neu
S30362	凌渡	neu
S30362	cc	neu
S30363	奥迪a3	neu
S30363	奥迪a3e-tron	neu
S30364	君越	pos
S30365	马自达cx-5	neu
S30366	北京现代	neu
S30367	迈腾	neu
S30368	凯迪拉克	neu
S30369	卡罗拉	neu
S30370	大众辉腾	neu
S30370	宝马	neu
S30371	奔驰	neu
S30371	宝马	neu
S30371	宾利	neu
S30372	宝马535	neu
S30373	一汽马自达	neu
S30374	奇骏	neu
S30375	布加迪	neu
S30376	起亚k2	neu
S30377	福特野马	neu
S30378	mg6	neu
S30379	丰田	neu
S30380	沃尔沃	neu
S30381	江淮	neu
S30382	benz	neu
S30382	劳斯莱斯	neu
S30383	一汽大众	neu
S30384	一汽丰田	neu
S30384	兰德酷路泽	neu
S30385	捷达	neu
S30386	本田雅阁	neu
S30387	奥迪	pos
S30388	雅阁	neu
S30389	奥迪	neu
S30390	东风标致4008	neu
S30391	东风标致308	pos
S30392	西玛	neu
S30393	福特翼虎	neu
S30394	牧马人	neu
S30395	马自达	neu
S30395	阿特兹	neu
S30396	宝马z4	neu
S30397	哈弗h9	neu
S30397	gs8	pos
S30398	林肯	pos
S30399	君越	neu
S30400	卡罗拉	neu
S30400	速腾	neu
S30401	北京现代朗动	neu
S30402	别克	neu
S30403	沃尔沃	pos
S30404	哈弗	neu
S30404	纳智捷	neu
S30405	朗境	neu
S30406	长安	neu
S30407	三菱欧蓝德ex	neu
S30408	奥迪	neu
S30409	速腾	neu
S30409	奔驰	neu
S30410	奥迪q5	neu
S30411	雷克萨斯ux	neu
S30412	奥迪q5	neu
S30413	高尔夫r	pos
S30413	大众	neu
S30414	ix35	pos
S30415	大众	neg
S30416	宾利	neu
S30416	宝马	neu
S30416	奔驰	neu
S30416	福特	neu
S30416	通用	neu
S30416	丰田	neu
S30417	长安福特	neu
S30418	东风日产	neu
S30419	长安	neu
S30420	k2	neg
S30420	瑞纳	neg
S30420	威驰丰田	neg
S30421	锐界	neu
S30422	江淮瑞风	neu
S30423	宝马i8	pos
S30424	amg	neu
S30425	奥迪a5	neu
S30426	凯迪拉克	neu
S30427	丰田	neu
S30428	东风标致2008	neu
S30429	宝马5系	neu
S30430	宝马	neu
S30431	广汽丰田	neu
S30432	奥迪	neu
S30433	启辰	neu
S30434	荣威	neu
S30435	起亚kx5	neu
S30436	广汽丰田	neu
S30436	凯美瑞	neu
S30437	东风标致408	pos
S30438	汉兰达	neu
S30438	奇骏	neu
S30439	奥迪	neu
S30440	哈弗	neu
S30440	荣威550	neu
S30441	丰田汉兰达	neu
S30442	上海大众朗逸	neu
S30443	福特	neu
S30444	宝马x5m	pos
S30445	大众	neu
S30445	江淮	neu
S30446	奥迪a3	neu
S30447	宝马525	neu
S30448	宝马	neu
S30449	科鲁兹	neu
S30450	哈弗h6	neu
S30451	凯迪拉克srx	neu
S30452	奥迪	neu
S30453	雷克萨斯	pos
S30454	宝马	neu
S30454	bmw	neu
S30455	东风日产	neu
S30456	一汽大众	neu
S30456	迈腾	neu
S30457	牧马人	neu
S30457	自由光	neu
S30457	克莱斯勒	neu
S30458	哈弗h5	neu
S30458	mux	neu
S30459	本田	neu
S30460	桑塔纳	neu
S30461	东风雪铁龙	neu
S30462	科鲁兹	neu
S30463	威朗	neu
S30464	胜达	neu
S30465	桑塔纳	neu
S30466	卡罗拉	neu
S30467	东风标致	neu
S30468	宝马525li	neu
S30469	别克君越	neu
S30470	东风雪铁龙	neu
S30470	c4世嘉	neu
S30471	速派	neu
S30472	威驰	neu
S30472	卡罗拉	neu
S30473	k2	neu
S30473	k3	neu
S30473	kx3	neu
S30473	福瑞迪	neu
S30473	秀尔	neu
S30474	雅阁	neu
S30475	捷达	neu
S30476	明锐	neu
S30477	奥迪a4l	pos
S30478	广汽本田	neu
S30479	丰田	neu
S30480	别克	neu
S30481	飞度	neu
S30482	启悦	neu
S30483	奥迪q7	neu
S30484	汉兰达	neu
S30485	桑塔纳志俊	neu
S30485	东南v3	neu
S30486	福特	neu
S30487	本田	neu
S30488	昂科威	neu
S30489	日产奇骏	neu
S30489	马自达cx5	neu
S30489	本田crv	neu
S30490	蒙迪欧	neu
S30490	奥迪a3	neu
S30490	昂科威	neu
S30491	别克英朗	pos
S30492	丰田凯美瑞	neg
S30493	昂科威	pos
S30494	a8l	pos
S30494	宝马7系	neu
S30494	奔驰s级	neu
S30495	ev160	neu
S30495	ev150	neu
S30495	ev200	neu
S30496	爱丽舍	neu
S30497	雪佛兰	neu
S30498	索纳塔8	neu
S30499	赛拉图	neu
S30499	标志	neu
S30499	雪铁龙	neu
S30500	广汽丰田	neu
S30501	捷达	neu
S30502	长安cs75	neu
S30503	大众	neu
S30504	别克昂科威	neu
S30505	丰田致炫	neu
S30506	上汽大众	neu
S30507	福特	neu
S30508	福美来	pos
S30509	昂科拉	neu
S30510	宝马x3	neu
S30511	玛莎拉蒂	neu
S30512	迈腾	neu
S30513	威霆	pos
S30514	昂科塞拉	neu
S30514	马自达3	neu
S30515	奥迪a3	neu
S30516	长安悦翔	neu
S30517	骐达	neu
S30518	奥迪a8l	neu
S30519	奔驰e级	pos
S30520	君威	neu
S30521	比亚迪	neu
S30521	特斯拉	neu
S30522	朗逸	neu
S30522	哥瑞	neu
S30522	锋范	neu
S30523	宝骏560	neu
S30524	广汽丰田	neu
S30525	雷凌	neu
S30526	兰博基尼	neu
S30526	玛莎拉蒂	neu
S30526	劳斯莱斯	neu
S30526	奔驰	neu
S30527	起亚	neu
S30528	ds	neu
S30529	北京现代	neu
S30529	途胜	neu
S30530	朗逸	neu
S30531	哈弗h6	neu
S30532	凯翼x3	neu
S30532	长安cs35	neu
S30533	日产奇骏	neu
S30534	宾利慕尚	neu
S30534	劳斯莱斯	neu
S30535	威朗gs	pos
S30536	骊威	neu
S30537	途安	neu
S30538	rs7	neu
S30538	奥迪	neu
S30539	汉兰达	neu
S30540	奔驰	neu
S30540	宝马	neu
S30541	江淮	neu
S30542	捷豹xfl	neu
S30543	轩逸	neu
S30543	tiida	neu
S30543	蓝鸟	neu
S30544	起亚k4	neu
S30545	长安铃木	neu
S30546	菲亚特致悦	neu
S30547	宝马	neu
S30548	福克斯st	neu
S30549	兰博基尼	neu
S30550	别克	neu
S30550	宝马	neu
S30551	东风日产	neu
S30551	丰田	neu
S30551	比亚迪	neu
S30551	斯巴鲁	neu
S30551	纳智捷	neu
S30551	荣威	neu
S30551	福特	neu
S30551	一汽大众	neu
S30551	标志	neu
S30552	法拉利f430	neu
S30553	途观	neu
S30554	斯柯达明锐	neg
S30555	本田奥德赛	neu
S30556	rav4荣放	neu
S30557	大众passat	neu
S30558	rav4	neu
S30559	昂科威	neu
S30560	辉腾	neu
S30560	帕萨特	neu
S30561	福美来	neu
S30562	一汽丰田	neu
S30563	兰博基尼	neu
S30564	江淮	neu
S30565	轩逸	pos
S30566	雪铁龙c3	neu
S30567	丰田	neu
S30568	缤智	neu
S30568	昂科拉	neu
S30569	本田	neu
S30569	本田雅阁	neu
S30570	科鲁兹	pos
S30571	别克	neu
S30572	哈弗h9	neu
S30572	丰田汉兰达	neu
S30572	福特锐界	neu
S30573	路虎	neu
S30573	宝马	neu
S30574	奥迪	neu
S30575	哈弗h6coupe	neu
S30576	迈腾	neu
S30577	爱丽舍	neg
S30578	奔驰	neu
S30578	辉腾	neu
S30578	帕萨特	neu
S30579	迈巴赫maybach	neu
S30580	比亚迪	neu
S30581	大众	neu
S30581	法拉利	neu
S30582	大众	neu
S30582	高尔夫gti	neu
S30583	本田	neu
S30584	长安cs35	neu
S30585	骐达	pos
S30586	众泰z700	neu
S30587	丰田	neu
S30587	卡罗拉	neu
S30588	长安cs75	neu
S30589	骐达	neu
S30590	rav4	pos
S30591	江淮瑞风s2	neu
S30592	丰田	neg
S30593	比亚迪	neu
S30593	大众朗逸	neu
S30594	凯美瑞	neu
S30595	伊兰特	neu
S30595	捷达	neu
S30595	比亚迪	neu
S30595	长安铃木	neu
S30595	雪铁龙	neu
S30596	迈锐宝	neu
S30597	长安福特金牛座	neu
S30598	速腾	pos
S30599	保时捷911	neu
S30599	宝马	neu
S30600	英菲尼迪	neu
S30601	奥迪q5	pos
S30602	长安铃木	neu
S30603	宝马bmw	neu
S30604	福特	neu
S30604	福特f150	pos
S30605	玛莎拉蒂	neu
S30606	沃尔沃s60	neu
S30606	v60	neu
S30606	xc60	neu
S30607	卡罗拉	pos
S30607	威驰	pos
S30608	福特翼虎	neu
S30609	雪铁龙	neu
S30609	中华	neu
S30609	金杯	neu
S30610	别克君越eassist	neu
S30611	别克君威	neg
S30612	马自达	neu
S30613	cr-v	neg
S30613	雅阁	neg
S30613	飞度	pos
S30613	奥德赛	pos
S30613	思铂睿	pos
S30614	高尔夫	neu
S30615	长安马自达	neu
S30616	长安cs75	pos
S30617	东风雪铁龙	pos
S30618	长安马自达	neu
S30619	别克	pos
S30620	哈弗h2	pos
S30621	五菱	neu
S30622	宝马x3	neu
S30622	宝马x1	neu
S30623	雷凌	neu
S30624	宝来	neu
S30624	朗逸	neu
S30625	名图	neu
S30626	雪佛兰	neu
S30627	凯美瑞	neu
S30628	思域	neu
S30628	雅阁	neu
S30629	捷达	neu
S30630	北汽幻速s6	neu
S30631	宝马5系	neu
S30632	奥迪	neu
S30633	自由侠	pos
S30634	朗逸	neu
S30635	宝马	neu
S30636	轩逸	neu
S30637	广汽丰田	neu
S30638	长安逸动ev	pos
S30639	上海大众	neu
S30640	迈锐宝	neu
S30641	宝马	neu
S30642	法拉利	neu
S30642	兰博基尼	neu
S30642	迈凯轮	neu
S30642	宾利	neu
S30642	劳斯莱斯	neu
S30642	马丁	neu
S30642	保时捷	neu
S30642	奔驰	neu
S30642	宝马	neu
S30643	福特	neu
S30644	捷达	neu
S30645	奥迪a6l	neu
S30646	长安	neu
S30647	威驰	neu
S30647	丰田	neu
S30648	yarisl致炫	pos
S30649	卡罗拉	neu
S30650	一汽丰田	neu
S30650	rav4荣放	neu
S30651	丰田	pos
S30652	广汽丰田	neu
S30653	英菲尼迪	neu
S30654	福特	neu
S30655	锐界	pos
S30656	英朗	neu
S30657	捷达	neu
S30658	奥迪	neu
S30659	荣威rx5	pos
S30659	荣威	pos
S30659	上汽荣威	pos
S30660	奥迪	neu
S30661	雪铁龙c3picasso	neu
S30661	标致208	neu
S30662	昂科威	neu
S30663	梅赛德斯	neu
S30663	amgc63	neu
S30664	昂科威	pos
S30665	宝马	neu
S30666	本田	neu
S30667	奥迪100	neu
S30668	c3-xr	neu
S30668	c4世嘉	neu
S30668	c4l	neu
S30668	c6	neu
S30669	宝马	neu
S30670	上海大众朗逸	pos
S30671	长城	neu
S30672	福特	neu
S30673	奔驰	neu
S30673	玛莎拉蒂	neu
S30673	宝马	neu
S30674	福特	neu
S30674	丰田	neu
S30675	斯柯达	neu
S30676	通用	neu
S30676	雪佛兰	neu
S30676	别克	neu
S30676	凯迪拉克	neu
S30676	欧宝	neg
S30677	江淮	neu
S30678	哈弗h5	neu
S30679	奥迪	neu
S30680	哈弗	neu
S30681	轩逸	pos
S30682	cs75	pos
S30682	哈佛h6	neu
S30682	gs4	neg
S30683	金牛座	pos
S30684	东风日产	neu
S30685	朗逸	neu
S30686	卡罗拉	pos
S30687	宝马7系	pos
S30688	保时捷	neu
S30689	广汽丰田	neu
S30690	昂科拉	neu
S30691	逍客	neu
S30692	沃尔沃	neu
S30693	皇冠	pos
S30694	s3	neu
S30695	大众捷达	neu
S30696	汉兰达	neu
S30697	凯美瑞	pos
S30698	传祺ga6	pos
S30699	长城	neu
S30700	汉兰达	neu
S30701	昂克拉	neu
S30701	创酷	neu
S30701	雪铁龙c3xr	neu
S30702	宾利	neu
S30702	宝马	neu
S30703	奥德赛	neu
S30704	君越	pos
S30705	宝马	neu
S30705	奔驰	neu
S30705	奥迪	neu
S30706	雷克萨斯	neu
S30707	宝马	neu
S30708	菲亚特	neu
S30709	别克君威	neg
S30710	东风标致	neg
S30711	奥迪q7	neu
S30712	广汽三菱	neu
S30713	高尔夫	neu
S30714	大众高尔夫gti	neu
S30714	福特福克斯st	neu
S30715	cs75	neu
S30716	胜达	neu
S30717	宝马	neu
S30717	奔驰	neu
S30717	保时捷	neu
S30717	奥迪	neu
S30718	路虎揽胜极光	neu
S30719	东风日产	neu
S30720	宝马x2	neu
S30720	奥迪q2	neu
S30721	途安l	neu
S30722	奥迪	neu
S30723	丰田凯美瑞	neu
S30724	桑塔纳	neu
S30725	海马	neu
S30726	迈腾	neg
S30727	大众t5	neu
S30728	雷克萨斯rx	neu
S30729	宝马	neu
S30730	奥迪a4l	neu
S30731	奥迪q3	neu
S30732	哈弗h2	neu
S30733	b8迈腾	neu
S30734	宝来	pos
S30735	宝马225xe	neu
S30736	马自达睿翼	neu
S30737	雷诺	neu
S30738	英朗	neu
S30739	东南dx7	pos
S30740	沃尔沃	neu
S30740	吉利	neu
S30741	奥迪	neu
S30741	a5	neu
S30742	雪佛兰赛欧	neu
S30743	宝马5系	neu
S30744	宝马	neu
S30744	奔驰	neu
S30744	奥迪	neu
S30745	英致g5	pos
S30746	迈腾	neu
S30747	观致	neu
S30748	大切诺基	neu
S30749	凯美瑞	neu
S30750	哈弗	pos
S30751	奥迪a8	neu
S30752	捷豹ftype	neu
S30753	高尔夫7	neu
S30754	标致雪铁龙	neu
S30755	宝马x3	pos
S30756	宝来	neu
S30757	启辰晨风	neu
S30758	逍客	neu
S30758	crv	neu
S30758	rav4	neu
S30758	途观	neu
S30758	现代	neu
S30758	胜达	neu
S30758	起亚kx5	neu
S30758	索兰托	neu
S30758	格锐	neu
S30759	雪铁龙	neu
S30760	别克	neu
S30760	昂科拉	neu
S30761	奥迪a9	neu
S30762	传祺gs4	neu
S30763	哈弗h6	neu
S30764	雪佛兰	neg
S30765	北京现代	neu
S30766	奔驰c级	neu
S30767	奇骏	pos
S30768	标致5008	neu
S30769	奔驰g级	neu
S30770	福特	pos
S30771	mustang	neu
S30771	探险者	neu
S30772	法拉利	neu
S30773	林肯	neu
S30773	大众	neu
S30774	五菱宏光	neu
S30775	北京现代	neu
S30776	众泰sr7	neu
S30777	威霆	neu
S30778	北京现代	pos
S30779	哈弗	neu
S30780	途安l	pos
S30781	长安cs75	neu
S30782	翼虎	neu
S30783	沃尔沃	pos
S30784	本田	neu
S30785	昕锐	neu
S30786	东风标致2008	neu
S30787	速派380	neu
S30788	帕萨特	neu
S30788	蒙迪欧	neu
S30789	途观	pos
S30790	广汽丰田	neu
S30790	yarisl致炫	neu
S30791	昕锐	neu
S30791	明锐	neu
